# HOMER Peaks
# Peak finding parameters:
# tag directory = /rugpfs/fs0/ruit/scratch/tcarroll/chipSeq/testRunBroad/BAMs/Sorted_H3K27Ac_Limb_1_forHomer_HomerTags
#
# total peaks = 20447
# peak size = 1000
# peaks found using tags on both strands
# minimum distance between peaks = 2500
# fragment length = 170
# genome size = 2000000000
# Total tags = 34851833.0
# Total tags in peaks = 6020541.0
# Approximate IP efficiency = 17.27%
# tags per bp = 0.016404
# expected tags per peak = 16.404
# maximum tags considered per bp = 1.0
# effective number of tags used for normalization = 10000000.0
# Individual peaks have been stitched together into variable length regions
# FDR rate threshold = 0.001000000
# FDR effective poisson threshold = 8.506879e-06
# FDR tag threshold = 37.0
# number of putative peaks = 291816
#
# input tag directory = /rugpfs/fs0/ruit/scratch/tcarroll/chipSeq/testRunBroad/BAMs/Sorted_H3K27Ac_Limb_1_Vs_Sorted_Input_Limb_forHomer_HomerTags
# Fold over input required = 4.00
# Poisson p-value over input required = 1.00e-04
# Putative peaks filtered by input = 1883
#
# size of region used for local filtering = 10000
# Fold over local region required = 4.00
# Poisson p-value over local region required = 1.00e-04
# Putative peaks filtered by local signal = 0
#
# Maximum fold under expected unique positions for tags = 2.00
# Putative peaks filtered for being too clonal = 0
#
# cmd = /ru-auth/local/home/tcarroll/Homer//bin/findPeaks /rugpfs/fs0/ruit/scratch/tcarroll/chipSeq/testRunBroad/BAMs/Sorted_H3K27Ac_Limb_1_forHomer_HomerTags -i /rugpfs/fs0/ruit/scratch/tcarroll/chipSeq/testRunBroad/BAMs/Sorted_H3K27Ac_Limb_1_Vs_Sorted_Input_Limb_forHomer_HomerTags -region -size 1000 -minDist 2500 -o /rugpfs/fs0/ruit/scratch/tcarroll/chipSeq/testRunBroad/Peaks//HOMER/H3K27Ac_Limb_1/_H3K27Ac_Limb_1__Input_Limb_Homer/_H3K27Ac_Limb_1__Input_Limb_homer.txt
#
# Column Headers:
#PeakID	chr	start	end	strand	Normalized Tag Count	region size	findPeaks Score	Total Tags	Control Tags (normalized to IP Experiment)	Fold Change vs Control	p-value vs Control	Clonal Fold Change
chr11-5285	chr11	120822532	120829361	+	479.5	6829.000	93.000000	1671.0	127.0	13.15	0.00e+00	0.95
chr18-3304	chr18	35828754	35840134	+	479.2	11380.000	62.000000	1670.0	207.6	8.04	0.00e+00	1.02
chr15-2776	chr15	76456424	76467644	+	477.7	11220.000	85.000000	1665.0	211.7	7.86	0.00e+00	0.97
chr11-6263	chr11	98793570	98797449	+	477.4	3879.000	82.000000	1664.0	66.5	25.04	0.00e+00	0.78
chr17-2713	chr17	83953090	83966078	+	477.2	12988.000	96.000000	1663.0	271.7	6.12	0.00e+00	0.96
chr1-2505	chr1	36555209	36560851	+	476.3	5642.000	109.000000	1660.0	109.4	15.17	0.00e+00	0.85
chr2-5665	chr2	152409459	152416269	+	474.0	6810.000	86.000000	1652.0	108.8	15.18	0.00e+00	0.91
chr12-3394	chr12	86887496	86900170	+	472.9	12674.000	70.000000	1648.0	215.3	7.66	0.00e+00	0.95
chr12-7454	chr12	109406360	109421761	+	470.3	15401.000	46.000000	1639.0	263.5	6.22	0.00e+00	0.97
chr4-3246	chr4	126254570	126263303	+	470.0	8733.000	107.000000	1638.0	161.7	10.13	0.00e+00	0.95
chr5-3522	chr5	113794920	113808807	+	469.7	13887.000	95.000000	1637.0	260.5	6.28	0.00e+00	0.98
chr5-2256	chr5	125388754	125395821	+	468.3	7067.000	132.000000	1632.0	118.8	13.74	0.00e+00	0.98
chr9-3510	chr9	65134204	65143331	+	468.0	9127.000	91.000000	1631.0	189.4	8.61	0.00e+00	0.94
chr17-9115	chr17	29456004	29470914	+	467.4	14910.000	44.000000	1629.0	250.0	6.52	0.00e+00	0.92
chr11-5144	chr11	69364610	69370628	+	467.1	6018.000	94.000000	1628.0	101.7	16.00	0.00e+00	0.94
chr6-7020	chr6	148943459	148947584	+	466.8	4125.000	56.000000	1627.0	63.5	25.61	0.00e+00	0.78
chr11-8110	chr11	77488329	77499203	+	466.0	10874.000	68.000000	1624.0	189.4	8.58	0.00e+00	0.91
chr8-4758	chr8	84196705	84204842	+	464.8	8137.000	70.000000	1620.0	157.6	10.28	0.00e+00	0.88
chr10-9042	chr10	43477065	43480996	+	464.8	3931.000	43.000000	1620.0	60.6	26.74	0.00e+00	0.76
chr18-2697	chr18	65515075	65532398	+	464.8	17323.000	72.000000	1620.0	274.1	5.91	0.00e+00	0.92
chr19-1802	chr19	7264186	7270123	+	464.5	5937.000	86.000000	1619.0	122.9	13.17	0.00e+00	0.91
chr9-6843	chr9	44602634	44606504	+	464.3	3870.000	57.000000	1618.0	54.1	29.90	0.00e+00	0.80
chr18-2692	chr18	61039320	61048528	+	462.0	9208.000	72.000000	1610.0	187.6	8.58	0.00e+00	0.90
chr12-3341	chr12	109436196	109457359	+	461.4	21163.000	71.000000	1608.0	351.1	4.58	0.00e+00	0.96
chr1-10259	chr1	38625545	38633566	+	461.1	8021.000	46.000000	1607.0	130.6	12.31	0.00e+00	0.94
chr2-13077	chr2	126673389	126677236	+	460.2	3847.000	51.000000	1604.0	61.2	26.22	0.00e+00	0.72
chr4-12514	chr4	82503514	82508987	+	459.9	5473.000	47.000000	1603.0	87.6	18.29	0.00e+00	0.83
chr11-10857	chr11	85828562	85845314	+	459.9	16752.000	56.000000	1603.0	317.6	5.05	0.00e+00	0.93
chr11-7393	chr11	113747965	113755643	+	459.1	7678.000	73.000000	1600.0	147.6	10.84	0.00e+00	0.90
chr2-5410	chr2	174326849	174332326	+	458.5	5477.000	89.000000	1598.0	84.7	18.87	0.00e+00	0.92
chr4-6512	chr4	108354479	108365138	+	457.7	10659.000	68.000000	1595.0	180.0	8.86	0.00e+00	0.94
chr8-3425	chr8	34804228	34810675	+	457.7	6447.000	87.000000	1595.0	100.0	15.95	0.00e+00	0.88
chr13-4829	chr13	29983039	29986910	+	457.1	3871.000	58.000000	1593.0	64.1	24.85	0.00e+00	0.77
chr2-7563	chr2	152733807	152742573	+	456.8	8766.000	71.000000	1592.0	150.6	10.57	0.00e+00	0.94
chr3-4286	chr3	131105030	131113275	+	456.8	8245.000	68.000000	1592.0	156.4	10.18	0.00e+00	0.95
chr2-11100	chr2	152921437	152933915	+	456.2	12478.000	56.000000	1590.0	237.6	6.69	0.00e+00	1.00
chr5-5751	chr5	65761989	65765779	+	455.6	3790.000	66.000000	1588.0	60.0	26.47	0.00e+00	0.75
chr13-3362	chr13	21714634	21723713	+	455.4	9079.000	73.000000	1587.0	105.9	14.99	0.00e+00	0.98
chr18-4209	chr18	73570857	73575574	+	453.3	4717.000	54.000000	1580.0	81.2	19.47	0.00e+00	0.77
chr6-3390	chr6	84095984	84109315	+	452.8	13331.000	90.000000	1578.0	244.1	6.47	0.00e+00	0.93
chr3-3757	chr3	95993162	95997912	+	452.5	4750.000	75.000000	1577.0	87.0	18.12	0.00e+00	0.78
chr8-3718	chr8	10921225	10929311	+	451.1	8086.000	82.000000	1572.0	148.2	10.61	0.00e+00	0.87
chr2-18830	chr2	4879826	4884102	+	449.9	4276.000	42.000000	1568.0	57.0	27.48	0.00e+00	0.78
chr10-3631	chr10	79851070	79856466	+	448.2	5396.000	76.000000	1562.0	100.0	15.62	0.00e+00	0.88
chr3-9940	chr3	152208513	152212398	+	447.6	3885.000	41.000000	1560.0	70.6	22.10	0.00e+00	0.79
chr8-11557	chr8	72133953	72138143	+	447.3	4190.000	43.000000	1559.0	64.1	24.32	0.00e+00	0.75
chr12-2149	chr12	76368389	76372204	+	447.0	3815.000	93.000000	1558.0	62.3	24.99	0.00e+00	0.78
chr13-3172	chr13	58400482	58404011	+	447.0	3529.000	77.000000	1558.0	54.1	28.79	0.00e+00	0.81
chr14-2571	chr14	25456357	25462818	+	446.7	6461.000	78.000000	1557.0	122.3	12.73	0.00e+00	0.83
chr19-1886	chr19	45012845	45019591	+	443.3	6746.000	84.000000	1545.0	134.7	11.47	0.00e+00	0.90
chr11-7982	chr11	99139251	99150579	+	443.0	11328.000	69.000000	1544.0	202.9	7.61	0.00e+00	1.01
chr18-6126	chr18	56705903	56710076	+	443.0	4173.000	44.000000	1544.0	64.1	24.08	0.00e+00	0.80
chr9-9839	chr9	41948501	41955069	+	441.9	6568.000	46.000000	1540.0	94.1	16.37	0.00e+00	0.86
chr8-6308	chr8	84178946	84185273	+	441.3	6327.000	59.000000	1538.0	99.4	15.47	0.00e+00	0.96
chr5-9560	chr5	24597899	24607439	+	439.3	9540.000	48.000000	1531.0	178.2	8.59	0.00e+00	0.90
chr7-3812	chr7	73555954	73560268	+	438.7	4314.000	97.000000	1529.0	80.0	19.12	0.00e+00	0.76
chr17-7177	chr17	34023479	34033190	+	438.4	9711.000	50.000000	1528.0	187.0	8.17	0.00e+00	0.98
chr14-3618	chr14	105893437	105899854	+	437.0	6417.000	63.000000	1523.0	96.5	15.79	0.00e+00	0.86
chr6-3344	chr6	127148516	127156145	+	436.1	7629.000	91.000000	1520.0	132.3	11.49	0.00e+00	0.92
chr5-5812	chr5	137347628	137353160	+	433.5	5532.000	66.000000	1511.0	93.5	16.16	0.00e+00	0.82
chr7-10966	chr7	28807179	28812492	+	432.7	5313.000	47.000000	1508.0	100.0	15.08	0.00e+00	0.85
chr10-10502	chr10	26372620	26377264	+	431.0	4644.000	40.000000	1502.0	56.5	26.60	0.00e+00	0.83
chr1-4184	chr1	161975680	161992432	+	429.5	16752.000	78.000000	1497.0	267.0	5.61	0.00e+00	0.98
chr6-5136	chr6	136463645	136473696	+	429.2	10051.000	68.000000	1496.0	151.7	9.86	0.00e+00	0.93
chr6-13571	chr6	72897655	72901510	+	429.0	3855.000	39.000000	1495.0	53.5	27.93	0.00e+00	0.78
chr18-2946	chr18	80980146	80990064	+	429.0	9918.000	68.000000	1495.0	156.4	9.56	0.00e+00	0.93
chr9-15289	chr9	106363625	106372180	+	427.8	8555.000	38.000000	1491.0	170.6	8.74	0.00e+00	0.91
chr3-6160	chr3	96236558	96250676	+	427.2	14118.000	53.000000	1489.0	164.7	9.04	0.00e+00	0.92
chr7-7946	chr7	16873575	16882116	+	427.0	8541.000	57.000000	1488.0	138.8	10.72	0.00e+00	0.92
chr1-3663	chr1	36579393	36591126	+	426.1	11733.000	84.000000	1485.0	212.9	6.97	0.00e+00	0.94
chr15-3802	chr15	102669461	102674701	+	425.2	5240.000	68.000000	1482.0	97.6	15.18	0.00e+00	0.83
chr17-2610	chr17	25271826	25275413	+	424.9	3587.000	98.000000	1481.0	65.9	22.48	0.00e+00	0.78
chr12-3663	chr12	107973077	107982554	+	424.1	9477.000	67.000000	1478.0	174.7	8.46	0.00e+00	0.98
chr10-4432	chr10	80156374	80169343	+	423.8	12969.000	66.000000	1477.0	220.0	6.71	0.00e+00	0.95
chr8-4742	chr8	70486144	70496465	+	423.5	10321.000	70.000000	1476.0	202.3	7.30	0.00e+00	0.99
chr8-3829	chr8	120287946	120304996	+	423.5	17050.000	81.000000	1476.0	319.4	4.62	0.00e+00	0.94
chr17-3885	chr17	34893611	34900266	+	423.5	6655.000	74.000000	1476.0	112.3	13.14	0.00e+00	1.02
chr10-1942	chr10	79926294	79935102	+	422.6	8808.000	121.000000	1473.0	181.7	8.11	0.00e+00	0.94
chr15-4175	chr15	59645597	59651218	+	421.8	5621.000	63.000000	1470.0	87.0	16.89	0.00e+00	0.88
chr16-4130	chr16	21203976	21213686	+	421.8	9710.000	53.000000	1470.0	187.0	7.86	0.00e+00	1.01
chr6-3392	chr6	84582614	84590529	+	421.2	7915.000	90.000000	1468.0	153.5	9.56	0.00e+00	0.93
chr2-3628	chr2	84741258	84745325	+	420.4	4067.000	116.000000	1465.0	65.3	22.44	0.00e+00	0.81
chr15-2418	chr15	101075332	101083638	+	420.4	8306.000	95.000000	1465.0	161.7	9.06	0.00e+00	0.94
chr8-4998	chr8	87829419	87838926	+	419.8	9507.000	68.000000	1463.0	152.9	9.57	0.00e+00	0.98
chr18-3854	chr18	79105125	79110949	+	419.5	5824.000	57.000000	1462.0	80.0	18.28	0.00e+00	0.92
chr4-1436	chr4	8689755	8693066	+	419.2	3311.000	174.000000	1461.0	40.6	36.00	0.00e+00	0.82
chr14-4249	chr14	55821990	55827530	+	418.9	5540.000	57.000000	1460.0	97.6	14.95	0.00e+00	0.87
chr4-6546	chr4	133006778	133014889	+	417.5	8111.000	68.000000	1455.0	144.7	10.06	0.00e+00	0.94
chr8-7631	chr8	105515485	105522367	+	417.5	6882.000	53.000000	1455.0	135.3	10.76	0.00e+00	0.89
chr10-6479	chr10	91169494	91173002	+	417.5	3508.000	52.000000	1455.0	57.0	25.50	0.00e+00	0.76
chr3-5209	chr3	86543357	86552121	+	417.2	8764.000	59.000000	1454.0	135.9	10.70	0.00e+00	0.91
chr2-9126	chr2	103795204	103798876	+	416.9	3672.000	63.000000	1453.0	62.3	23.31	0.00e+00	0.81
chr2-6085	chr2	30439553	30447710	+	415.8	8157.000	81.000000	1449.0	141.7	10.22	0.00e+00	0.92
chr3-4774	chr3	129531241	129537150	+	415.8	5909.000	63.000000	1449.0	91.2	15.89	0.00e+00	0.83
chr4-9593	chr4	58545237	58555198	+	415.8	9961.000	54.000000	1449.0	178.2	8.13	0.00e+00	0.96
chr19-4067	chr19	5486706	5492219	+	414.9	5513.000	50.000000	1446.0	101.2	14.29	0.00e+00	0.93
chr4-11681	chr4	126144756	126152602	+	414.6	7846.000	49.000000	1445.0	142.3	10.15	0.00e+00	0.89
chr13-2902	chr13	95323907	95328101	+	414.6	4194.000	82.000000	1445.0	68.8	21.00	0.00e+00	0.89
chr4-9240	chr4	155277057	155287555	+	413.8	10498.000	56.000000	1442.0	182.9	7.88	0.00e+00	0.91
chr7-12179	chr7	111080629	111084703	+	413.8	4074.000	45.000000	1442.0	61.2	23.57	0.00e+00	0.78
chr10-6828	chr10	61781639	61785347	+	413.5	3708.000	50.000000	1441.0	59.4	24.26	0.00e+00	0.74
chr2-10146	chr2	106692155	106696273	+	412.6	4118.000	59.000000	1438.0	77.6	18.52	0.00e+00	0.82
chr8-9531	chr8	57509886	57514116	+	412.3	4230.000	47.000000	1437.0	52.3	27.45	0.00e+00	0.87
chr5-4611	chr5	100037580	100041120	+	411.7	3540.000	77.000000	1435.0	61.2	23.46	0.00e+00	0.82
chr13-771	chr13	9763257	9766556	+	410.3	3299.000	192.000000	1430.0	55.9	25.59	0.00e+00	0.79
chr7-5118	chr7	16043296	16049613	+	409.4	6317.000	78.000000	1427.0	131.7	10.83	0.00e+00	0.90
chr1-4563	chr1	59479733	59486179	+	408.6	6446.000	73.000000	1424.0	125.3	11.37	0.00e+00	0.86
chr5-5349	chr5	131536130	131539595	+	408.6	3465.000	70.000000	1424.0	60.0	23.74	0.00e+00	0.77
chr18-1954	chr18	58208080	58212509	+	408.6	4429.000	89.000000	1424.0	67.6	21.05	0.00e+00	0.86
chr8-14798	chr8	126590638	126597485	+	408.0	6847.000	39.000000	1422.0	101.2	14.06	0.00e+00	0.93
chr14-2794	chr14	115039598	115043860	+	406.9	4262.000	74.000000	1418.0	55.9	25.38	0.00e+00	0.80
chr3-3194	chr3	98055287	98066941	+	406.6	11654.000	84.000000	1417.0	197.0	7.19	0.00e+00	0.93
chr2-6160	chr2	157529497	157546427	+	406.0	16930.000	81.000000	1415.0	312.3	4.53	0.00e+00	0.95
chr13-2490	chr13	53191568	53206712	+	406.0	15144.000	91.000000	1415.0	291.7	4.85	0.00e+00	0.93
chr15-8065	chr15	81583804	81587663	+	405.4	3859.000	44.000000	1413.0	64.7	21.84	0.00e+00	0.78
chr14-1908	chr14	100282723	100288092	+	404.0	5369.000	97.000000	1408.0	80.6	17.47	0.00e+00	0.84
chr11-5571	chr11	61481005	61487572	+	402.8	6567.000	89.000000	1404.0	127.0	11.05	0.00e+00	0.88
chr5-3801	chr5	149316987	149325825	+	402.3	8838.000	90.000000	1402.0	149.4	9.38	0.00e+00	0.90
chr6-4987	chr6	83454472	83458053	+	400.8	3581.000	69.000000	1397.0	62.3	22.41	0.00e+00	0.76
chr5-5467	chr5	128596047	128607148	+	400.6	11101.000	69.000000	1396.0	176.4	7.91	0.00e+00	0.90
chr4-11162	chr4	107134013	107145224	+	400.0	11211.000	50.000000	1394.0	200.6	6.95	0.00e+00	0.91
chr2-7388	chr2	152395475	152400505	+	399.7	5030.000	72.000000	1393.0	85.3	16.33	0.00e+00	0.88
chr2-6532	chr2	168205063	168208396	+	398.5	3333.000	78.000000	1389.0	60.0	23.15	0.00e+00	0.74
chr17-6106	chr17	46026571	46033321	+	398.5	6750.000	55.000000	1389.0	118.8	11.69	0.00e+00	0.95
chr17-3691	chr17	17825352	17830971	+	398.3	5619.000	76.000000	1388.0	85.3	16.28	0.00e+00	0.88
chr11-4488	chr11	78162623	78166939	+	396.8	4316.000	104.000000	1383.0	90.0	15.37	0.00e+00	0.80
chr19-4320	chr19	3766476	3769725	+	396.8	3249.000	48.000000	1383.0	59.4	23.28	0.00e+00	0.78
chr7-6539	chr7	13022052	13026146	+	396.5	4094.000	65.000000	1382.0	71.8	19.26	0.00e+00	0.86
chr9-6456	chr9	31278575	31282835	+	396.5	4260.000	59.000000	1382.0	70.6	19.58	0.00e+00	0.86
chr4-6096	chr4	133812422	133817087	+	396.2	4665.000	71.000000	1381.0	85.3	16.19	0.00e+00	0.87
chr11-8878	chr11	97697581	97704511	+	396.0	6930.000	64.000000	1380.0	125.3	11.02	0.00e+00	0.93
chr9-9981	chr9	65160376	65170401	+	394.8	10025.000	46.000000	1376.0	171.7	8.01	0.00e+00	0.94
chr11-7584	chr11	5097392	5101239	+	394.8	3847.000	71.000000	1376.0	69.4	19.83	0.00e+00	0.81
chr10-6768	chr10	7954381	7957772	+	394.5	3391.000	50.000000	1375.0	46.5	29.59	0.00e+00	0.76
chr2-7741	chr2	157417631	157425903	+	394.2	8272.000	70.000000	1374.0	132.9	10.34	0.00e+00	0.98
chr4-7907	chr4	135853910	135858074	+	394.2	4164.000	61.000000	1374.0	68.2	20.14	0.00e+00	0.80
chr5-4712	chr5	119667245	119676603	+	394.2	9358.000	76.000000	1374.0	164.1	8.37	0.00e+00	0.91
chr5-3384	chr5	122986753	122995801	+	394.0	9048.000	98.000000	1373.0	154.1	8.91	0.00e+00	0.92
chr14-3330	chr14	122461484	122470028	+	393.7	8544.000	66.000000	1372.0	138.8	9.88	0.00e+00	0.99
chr17-7318	chr17	88063413	88067346	+	393.7	3933.000	50.000000	1372.0	43.5	31.52	0.00e+00	0.78
chr11-4864	chr11	99039365	99043931	+	393.4	4566.000	98.000000	1371.0	87.0	15.75	0.00e+00	0.86
chr11-9555	chr11	106157821	106162451	+	393.4	4630.000	61.000000	1371.0	84.1	16.30	0.00e+00	0.80
chr3-2835	chr3	144201592	144207067	+	393.1	5475.000	92.000000	1370.0	101.7	13.46	0.00e+00	0.89
chr2-7323	chr2	33711989	33721014	+	391.9	9025.000	72.000000	1366.0	168.8	8.09	0.00e+00	0.96
chr14-6568	chr14	116923911	116929265	+	391.9	5354.000	45.000000	1366.0	87.0	15.69	0.00e+00	0.83
chr17-3186	chr17	35835916	35843214	+	390.2	7298.000	85.000000	1360.0	104.7	12.99	0.00e+00	0.94
chr10-3410	chr10	127613333	127622996	+	389.4	9663.000	80.000000	1357.0	191.1	7.10	0.00e+00	0.96
chr17-7834	chr17	62879092	62884576	+	387.9	5484.000	48.000000	1352.0	88.2	15.33	0.00e+00	0.86
chr1-2876	chr1	180811823	180815345	+	386.8	3522.000	100.000000	1348.0	51.2	26.34	0.00e+00	0.81
chr4-5266	chr4	140699126	140704632	+	386.8	5506.000	78.000000	1348.0	92.3	14.60	0.00e+00	0.84
chr3-5383	chr3	119781204	119784489	+	386.5	3285.000	58.000000	1347.0	41.8	32.26	0.00e+00	0.75
chr4-5278	chr4	150234389	150240457	+	386.2	6068.000	78.000000	1346.0	93.5	14.39	0.00e+00	0.90
chr9-5794	chr9	72660439	72665008	+	385.9	4569.000	64.000000	1345.0	71.2	18.90	0.00e+00	0.83
chr6-5426	chr6	30611110	30621687	+	385.3	10577.000	65.000000	1343.0	177.0	7.59	0.00e+00	0.92
chr18-3003	chr18	75256065	75266901	+	385.3	10836.000	67.000000	1343.0	203.5	6.60	0.00e+00	0.94
chr14-1722	chr14	55851667	55856887	+	384.8	5220.000	104.000000	1341.0	95.3	14.07	0.00e+00	0.86
chr9-5743	chr9	40797951	40802741	+	384.2	4790.000	64.000000	1339.0	78.8	16.99	0.00e+00	0.83
chr19-4891	chr19	5066071	5073563	+	383.9	7492.000	45.000000	1338.0	157.0	8.52	0.00e+00	0.95
chr17-2671	chr17	83932772	83943346	+	383.1	10574.000	97.000000	1335.0	204.1	6.54	0.00e+00	0.90
chr8-6086	chr8	11554036	11558733	+	381.6	4697.000	60.000000	1330.0	88.8	14.98	0.00e+00	0.95
chr2-17415	chr2	78867414	78873364	+	381.0	5950.000	44.000000	1328.0	82.9	16.01	0.00e+00	0.94
chr11-8090	chr11	70014859	70030596	+	381.0	15737.000	68.000000	1328.0	275.8	4.81	0.00e+00	0.99
chr4-6459	chr4	32234675	32242841	+	380.5	8166.000	68.000000	1326.0	137.6	9.63	0.00e+00	0.85
chr2-14122	chr2	117118915	117123586	+	379.9	4671.000	49.000000	1324.0	70.0	18.92	0.00e+00	0.80
chr14-1764	chr14	54924285	54928337	+	379.3	4052.000	102.000000	1322.0	85.9	15.40	0.00e+00	0.83
chr8-5272	chr8	84735343	84746263	+	379.0	10920.000	66.000000	1321.0	209.4	6.31	0.00e+00	1.00
chr4-3325	chr4	108458080	108461759	+	378.5	3679.000	105.000000	1319.0	56.5	23.36	0.00e+00	0.82
chr4-5420	chr4	41134205	41137819	+	377.9	3614.000	76.000000	1317.0	70.6	18.66	0.00e+00	0.75
chr3-4174	chr3	87148959	87160171	+	377.3	11212.000	69.000000	1315.0	190.0	6.92	0.00e+00	0.93
chr11-11790	chr11	51604853	51608153	+	376.5	3300.000	53.000000	1312.0	55.9	23.48	0.00e+00	0.77
chr11-11001	chr11	120702904	120714463	+	375.6	11559.000	56.000000	1309.0	234.1	5.59	0.00e+00	0.96
chr1-4969	chr1	192850926	192857167	+	375.0	6241.000	70.000000	1307.0	121.2	10.79	0.00e+00	0.96
chr8-4509	chr8	120259559	120270031	+	375.0	10472.000	73.000000	1307.0	203.5	6.42	0.00e+00	0.92
chr1-3648	chr1	178527182	178532896	+	374.7	5714.000	85.000000	1306.0	104.7	12.48	0.00e+00	0.90
chr6-5831	chr6	30458759	30465207	+	374.4	6448.000	62.000000	1305.0	130.6	9.99	0.00e+00	0.97
chr4-3695	chr4	117648822	117660557	+	374.2	11735.000	98.000000	1304.0	196.4	6.64	0.00e+00	0.93
chr14-5005	chr14	76413157	76417136	+	374.2	3979.000	52.000000	1304.0	63.5	20.53	0.00e+00	0.85
chr5-5336	chr5	123343397	123347267	+	373.9	3870.000	70.000000	1303.0	77.6	16.78	0.00e+00	0.80
chr12-4246	chr12	3883774	3894174	+	373.9	10400.000	61.000000	1303.0	218.2	5.97	0.00e+00	0.99
chr16-5045	chr16	38086715	38091144	+	373.6	4429.000	48.000000	1302.0	83.5	15.59	0.00e+00	0.92
chr4-4132	chr4	154725586	154737507	+	373.3	11921.000	91.000000	1301.0	240.0	5.42	0.00e+00	0.98
chr16-2026	chr16	22160594	22164361	+	373.3	3767.000	82.000000	1301.0	57.0	22.80	0.00e+00	0.83
chr11-16155	chr11	99228810	99232239	+	371.6	3429.000	45.000000	1295.0	54.1	23.93	0.00e+00	0.73
chr8-4520	chr8	122652438	122667397	+	371.0	14959.000	73.000000	1293.0	278.8	4.64	0.00e+00	0.97
chr9-5775	chr9	63755653	63760386	+	370.1	4733.000	64.000000	1290.0	78.2	16.49	0.00e+00	0.85
chr17-4199	chr17	35240170	35244291	+	370.1	4121.000	70.000000	1290.0	62.9	20.50	0.00e+00	0.80
chr6-3960	chr6	30523149	30530786	+	369.9	7637.000	80.000000	1289.0	131.2	9.83	0.00e+00	0.91
chr10-6135	chr10	122908891	122918852	+	369.9	9961.000	54.000000	1289.0	163.5	7.88	0.00e+00	0.92
chr15-2522	chr15	97987714	97994605	+	369.6	6891.000	92.000000	1288.0	127.6	10.09	0.00e+00	0.90
chr3-7736	chr3	52100656	52106242	+	368.7	5586.000	46.000000	1285.0	91.2	14.10	0.00e+00	0.91
chr11-8758	chr11	23254355	23258252	+	368.7	3897.000	64.000000	1285.0	62.3	20.61	0.00e+00	0.79
chr15-3890	chr15	99328433	99337030	+	367.6	8597.000	67.000000	1281.0	152.3	8.41	0.00e+00	0.89
chr2-5342	chr2	49446705	49453319	+	367.0	6614.000	89.000000	1279.0	117.0	10.93	0.00e+00	0.94
chr8-13634	chr8	105634950	105638551	+	367.0	3601.000	40.000000	1279.0	64.1	19.95	0.00e+00	0.83
chr15-3689	chr15	79026619	79031734	+	367.0	5115.000	69.000000	1279.0	91.8	13.94	0.00e+00	0.96
chr19-2837	chr19	46499175	46504961	+	367.0	5786.000	63.000000	1279.0	104.1	12.29	0.00e+00	0.90
chr16-3215	chr16	90619946	90631591	+	366.7	11645.000	62.000000	1278.0	205.3	6.23	0.00e+00	1.00
chr16-2305	chr16	94568144	94572022	+	366.7	3878.000	77.000000	1278.0	48.8	26.18	0.00e+00	0.82
chr5-6018	chr5	37820587	37829770	+	365.0	9183.000	64.000000	1272.0	160.6	7.92	0.00e+00	0.95
chr15-3662	chr15	25410909	25415343	+	364.7	4434.000	69.000000	1271.0	72.9	17.43	0.00e+00	0.84
chr10-4997	chr10	127665005	127670206	+	364.1	5201.000	61.000000	1269.0	88.2	14.38	0.00e+00	0.89
chr6-5335	chr6	84223526	84234868	+	363.8	11342.000	66.000000	1268.0	205.3	6.18	0.00e+00	0.91
chr10-5339	chr10	63022072	63026680	+	363.5	4608.000	58.000000	1267.0	76.5	16.57	0.00e+00	0.88
chr17-7555	chr17	83211818	83220198	+	363.5	8380.000	49.000000	1267.0	153.5	8.25	0.00e+00	0.88
chr6-3225	chr6	83135179	83139253	+	363.3	4074.000	93.000000	1266.0	90.0	14.07	0.00e+00	0.81
chr6-2805	chr6	113075204	113079617	+	362.7	4413.000	103.000000	1264.0	70.0	18.06	0.00e+00	0.84
chr17-6636	chr17	24204537	24213181	+	362.4	8644.000	52.000000	1263.0	170.0	7.43	0.00e+00	0.89
chr1-2170	chr1	180639812	180642604	+	361.8	2792.000	122.000000	1261.0	41.8	30.20	0.00e+00	0.78
chr3-8798	chr3	87905267	87911787	+	361.8	6520.000	43.000000	1261.0	107.0	11.78	0.00e+00	1.03
chr6-1735	chr6	47593632	47596515	+	361.5	2883.000	143.000000	1260.0	43.5	28.95	0.00e+00	0.82
chr7-11494	chr7	45214792	45218210	+	361.5	3418.000	46.000000	1260.0	64.1	19.65	0.00e+00	0.81
chr7-7829	chr7	82713073	82726883	+	360.4	13810.000	58.000000	1256.0	212.9	5.90	0.00e+00	0.93
chr9-13481	chr9	82972978	82977704	+	360.1	4726.000	40.000000	1255.0	70.6	17.78	0.00e+00	0.83
chr2-11751	chr2	92181785	92186506	+	359.2	4721.000	54.000000	1252.0	64.7	19.35	0.00e+00	0.89
chr7-6699	chr7	25275260	25283976	+	359.2	8716.000	64.000000	1252.0	152.9	8.19	0.00e+00	0.88
chr13-8091	chr13	89738129	89743659	+	358.1	5530.000	44.000000	1248.0	90.0	13.87	0.00e+00	0.90
chr7-4984	chr7	73615441	73620239	+	357.8	4798.000	80.000000	1247.0	79.4	15.71	0.00e+00	0.91
chr4-4414	chr4	131915082	131922734	+	356.9	7652.000	87.000000	1244.0	150.0	8.29	0.00e+00	0.96
chr7-3790	chr7	25247435	25252476	+	356.9	5041.000	97.000000	1244.0	99.4	12.52	0.00e+00	0.88
